name,description,minutes,tags,steps,ingredients,Calories,Protein,Fat,Sugar,Sodium,Iron,Vitamin C,Cholesterol,Trans Fat,Calcium
Baked Salmon,A delicious dish made with Sugar and other ingredients.,29,"General,Recipe,Quick,Vegetarian,Low Fat","Prepare the Basil., Prepare the Croutons., Prepare the Eggs., Prepare the Cumin., Prepare the Cumin.","Croutons, Ginger, Basil, Cumin, Eggs",362,38,10,29,653,4.62,37,36,5.13,675
Cinnamon Rolls,A delicious dish made with Lettuce and other ingredients.,45,"General,Recipe,Vegetarian","Prepare the Rice., Prepare the Shrimp., Prepare the Basil., Prepare the Shrimp., Prepare the Broccoli.","Bell peppers, Basil, Rice, Broccoli, Cilantro, Shrimp",530,42,24,7,1495,0.39,72,143,5.6,363
Cheeseburger Pizza,A delicious dish made with Pepper and other ingredients.,60,"General,Recipe,Low Fat","Prepare the Chicken., Prepare the Chili powder., Prepare the Flour., Prepare the Chili powder., Prepare the Flour.","Chili powder, Chicken, Cheese, Flour",781,6,9,1,1225,0.53,96,38,9.15,162
Chocolate Brownies,A delicious dish made with Pork and other ingredients.,19,"General,Recipe,Quick,Vegetarian,Low Fat","Prepare the Pasta., Prepare the Pasta., Prepare the Cumin., Prepare the Pasta., Prepare the Rice.","Rice, Pasta, Cumin",212,17,7,28,725,3.83,68,259,6.5,470
Shrimp Tacos,A delicious dish made with Butter and other ingredients.,49,"General,Recipe,Vegetarian","Prepare the Cumin., Prepare the Vegetable broth., Prepare the Cumin., Prepare the Carrots., Prepare the Cumin.","Thyme, Cumin, Carrots, Vegetable broth",437,8,18,26,705,4.37,86,297,5.08,452
Chicken Korma,A delicious dish made with Balsamic vinegar and other ingredients.,59,"General,Recipe","Prepare the Basil., Prepare the Basil., Prepare the Basil., Prepare the Pork., Prepare the Basil.","Carrots, Pork, Basil",778,25,31,13,40,0.65,85,103,1.16,322
Lemon Bars,A delicious dish made with Caesar dressing and other ingredients.,52,"General,Recipe,Vegetarian","Prepare the Sugar., Prepare the Pepper., Prepare the Spinach., Prepare the Chili powder., Prepare the Vegetable broth.","Spinach, Pepper, Vegetable broth, Chili powder, Sugar",314,10,36,2,1000,0.67,40,244,8.82,684
Mango Sticky Rice,A delicious dish made with Parmesan cheese and other ingredients.,30,"General,Recipe,Quick,Vegetarian,Low Fat","Prepare the Spinach., Prepare the Spinach., Prepare the Broccoli., Prepare the Pasta., Prepare the Chili powder.","Spinach, Cocoa powder, Pasta, Cumin, Broccoli, Chili powder",464,32,7,0,1369,0.81,64,205,0.85,716
Baked Potato,A delicious dish made with Lemon and other ingredients.,59,"General,Recipe","Prepare the Chicken., Prepare the Beef., Prepare the Balsamic vinegar., Prepare the Basil., Prepare the Beef.","Basil, Garlic, Balsamic vinegar, Chicken, Beef",485,31,16,28,1341,2.78,79,183,5.2,558
Chicken Cacciatore,A delicious dish made with Ginger and other ingredients.,29,"General,Recipe,Quick,Low Fat","Prepare the Cheese., Prepare the Cheese., Prepare the Chicken., Prepare the Chicken., Prepare the Chicken.","Pork, Chicken, Rosemary, Butter, Cheese, Rice",317,10,1,3,1228,2.78,79,2,1.98,80
Caprese Skewers,A delicious dish made with Onions and other ingredients.,16,"General,Recipe,Quick,Vegetarian","Prepare the Ginger., Prepare the Ginger., Prepare the Lemon., Prepare the Cilantro., Prepare the Cilantro.","Ginger, Tortillas, Lemon, Cilantro",336,22,40,12,972,3.71,53,104,1.75,446
Garlic Bread,A delicious dish made with Cumin and other ingredients.,30,"General,Recipe,Quick,Vegetarian","Prepare the Rice., Prepare the Shrimp., Prepare the Bell peppers., Prepare the Bell peppers., Prepare the Coconut milk.","Bell peppers, Croutons, Rice, Pepper, Coconut milk, Shrimp",635,45,16,12,76,0.45,65,277,8.04,366
Jambalaya,A delicious dish made with Balsamic vinegar and other ingredients.,28,"General,Recipe,Quick","Prepare the Tomatoes., Prepare the Parmesan cheese., Prepare the Parmesan cheese., Prepare the Balsamic vinegar., Prepare the Tomatoes.","Parmesan cheese, Pork, Butter, Tomatoes, Balsamic vinegar",542,15,26,9,1165,3.7,46,165,6.28,914
Balsamic Chicken,A delicious dish made with Parmesan cheese and other ingredients.,19,"General,Recipe,Quick","Prepare the Rice., Prepare the Onions., Prepare the Onions., Prepare the Pork., Prepare the Pork.","Vegetable broth, Onions, Pork, Rice, Soy sauce, Chili powder",764,16,18,9,1122,1.18,86,44,4.57,599
Vegetable Stir Fry,A delicious dish made with Eggs and other ingredients.,19,"Asian,Recipe,Quick","Prepare the Pork., Prepare the Thyme., Prepare the Pork., Prepare the Pork., Prepare the Pork.","Tortillas, Pork, Thyme",605,19,17,11,711,0.98,70,85,3.69,519
Cranberry Sauce,A delicious dish made with Tomatoes and other ingredients.,49,"General,Recipe,Vegetarian","Prepare the Vegetable broth., Prepare the Vegetable broth., Prepare the Ginger., Prepare the Ginger., Prepare the Ginger.","Ginger, Vegetable broth, Pasta",703,5,24,11,1473,4.35,43,295,0.14,692
Pasta Salad,A delicious dish made with Cilantro and other ingredients.,24,"General,Recipe,Quick","Prepare the Pork., Prepare the Pork., Prepare the Sugar., Prepare the Pork., Prepare the Sugar.","Onions, Pork, Sugar, Rosemary, Spinach",447,19,26,8,286,3.84,15,2,9.81,954
Szechuan Noodles,A delicious dish made with Tomatoes and other ingredients.,57,"General,Recipe,Vegetarian","Prepare the Spinach., Prepare the Bell peppers., Prepare the Tortillas., Prepare the Bell peppers., Prepare the Onions.","Onions, Tortillas, Bell peppers, Spinach",483,28,26,17,311,0.21,18,22,8.19,403
Caramel Flan,A delicious dish made with Beef and other ingredients.,35,"General,Recipe,Vegetarian","Prepare the Basil., Prepare the Cilantro., Prepare the Pasta., Prepare the Cilantro., Prepare the Cilantro.","Salt, Cilantro, Pasta, Basil",411,23,19,12,954,3.04,80,262,2.36,690
Crab Cakes,A delicious dish made with Cheese and other ingredients.,56,"General,Recipe,Vegetarian,Low Fat","Prepare the Tomatoes., Prepare the Chili powder., Prepare the Chili powder., Prepare the Cocoa powder., Prepare the Cocoa powder.","Shrimp, Chili powder, Cocoa powder, Tomatoes",387,38,4,9,13,3.68,48,287,8.52,610
Beef Kebab,A delicious dish made with Cumin and other ingredients.,36,"General,Recipe,Vegetarian","Prepare the Onions., Prepare the Onions., Prepare the Butter., Prepare the Onions., Prepare the Onions.","Butter, Onions, Rice",153,43,32,1,1151,0.67,7,235,6.18,942
Ramen Noodles,A delicious dish made with Vegetable broth and other ingredients.,59,"General,Recipe,Vegetarian","Prepare the Bell peppers., Prepare the Bell peppers., Prepare the Pepper., Prepare the Pepper., Prepare the Bell peppers.","Thyme, Flour, Pepper, Bell peppers",240,45,25,22,30,4.84,59,100,3.77,375
Bangers and Mash,A delicious dish made with Coconut milk and other ingredients.,25,"General,Recipe,Quick,Vegetarian","Prepare the Shrimp., Prepare the Olive oil., Prepare the Garlic., Prepare the Garlic., Prepare the Olive oil.","Basil, Shrimp, Carrots, Garlic, Olive oil",638,27,20,23,105,2.28,31,110,0.4,867
Chicken Tenders,A delicious dish made with Soy sauce and other ingredients.,26,"General,Recipe,Quick,Vegetarian,Low Fat","Prepare the Ginger., Prepare the Eggs., Prepare the Olive oil., Prepare the Olive oil., Prepare the Eggs.","Eggs, Tortillas, Balsamic vinegar, Olive oil, Ginger, Croutons",709,37,9,17,553,0.26,75,5,8.43,193
Seafood Gumbo,A delicious dish made with Rosemary and other ingredients.,40,"General,Recipe,Low Fat","Prepare the Lemon., Prepare the Croutons., Prepare the Chicken., Prepare the Basil., Prepare the Chicken.","Chicken, Lemon, Parmesan cheese, Croutons, Basil",274,23,8,16,625,3.72,4,116,1.74,706
Pork Schnitzel,A delicious dish made with Caesar dressing and other ingredients.,30,"General,Recipe,Quick,Vegetarian","Prepare the Balsamic vinegar., Prepare the Ginger., Prepare the Balsamic vinegar., Prepare the Ginger., Prepare the Balsamic vinegar.","Sugar, Parmesan cheese, Balsamic vinegar, Ginger",374,48,31,13,1312,3.92,91,257,9.99,998
Chicken Burrito,A delicious dish made with Pepper and other ingredients.,51,"General,Recipe,Vegetarian","Prepare the Lettuce., Prepare the Lettuce., Prepare the Bell peppers., Prepare the Cocoa powder., Prepare the Thyme.","Cocoa powder, Bell peppers, Lettuce, Thyme",456,8,37,20,470,0.4,87,67,8.46,555
Chicken Shawarma,A delicious dish made with Soy sauce and other ingredients.,60,"General,Recipe,Vegetarian","Prepare the Parmesan cheese., Prepare the Parmesan cheese., Prepare the Parmesan cheese., Prepare the Salt., Prepare the Tortillas.","Parmesan cheese, Tortillas, Salt",159,18,25,15,477,4.82,16,145,3.69,395
Spaghetti Carbonara,A delicious dish made with Cheese and other ingredients.,40,"Italian,Recipe,Vegetarian,Low Fat","Prepare the Pasta., Prepare the Ginger., Prepare the Ginger., Prepare the Cumin., Prepare the Ginger.","Croutons, Ginger, Garlic, Balsamic vinegar, Pasta, Cumin",354,5,5,5,1125,4.95,49,268,7.44,717
Tomato Soup,A delicious dish made with Tomatoes and other ingredients.,47,"American,Recipe,Vegetarian","Prepare the Sugar., Prepare the Sugar., Prepare the Sugar., Prepare the Cocoa powder., Prepare the Eggs.","Eggs, Tortillas, Sugar, Cocoa powder, Butter",579,22,30,22,925,0.6,9,155,6.95,521
Caesar Salad,A delicious dish made with Bell peppers and other ingredients.,33,"American,Recipe,Vegetarian,Low Fat","Prepare the Cheese., Prepare the Cheese., Prepare the Cheese., Prepare the Thyme., Prepare the Olive oil.","Thyme, Cheese, Carrots, Olive oil",401,12,9,24,1429,4.82,88,229,5.62,122
Chicken Curry,A delicious dish made with Cocoa powder and other ingredients.,15,"Indian,Recipe,Quick,Vegetarian,Low Fat","Prepare the Rosemary., Prepare the Cheese., Prepare the Rosemary., Prepare the Balsamic vinegar., Prepare the Rosemary.","Ginger, Cocoa powder, Cheese, Balsamic vinegar, Rosemary",793,10,5,11,1004,3.88,0,155,6.98,0
Vegetable Stir Fry,A delicious dish made with Bell peppers and other ingredients.,26,"Asian,Recipe,Quick,Vegetarian","Prepare the Sugar., Prepare the Sugar., Prepare the Cheese., Prepare the Cheese., Prepare the Cheese.","Cheese, Parmesan cheese, Balsamic vinegar, Pepper, Pasta, Sugar",311,25,38,1,1242,1.27,49,297,0.87,381
Beef Tacos,A delicious dish made with Pork and other ingredients.,24,"General,Recipe,Quick","Prepare the Basil., Prepare the Shrimp., Prepare the Tomatoes., Prepare the Basil., Prepare the Tortillas.","Tortillas, Chicken, Shrimp, Tomatoes, Basil",670,48,37,5,1409,0.83,1,286,5.14,480
Lemon Garlic Salmon,A delicious dish made with Caesar dressing and other ingredients.,18,"General,Recipe,Quick","Prepare the Tortillas., Prepare the Beef., Prepare the Broccoli., Prepare the Chicken., Prepare the Chicken.","Tortillas, Coconut milk, Basil, Beef, Chicken, Broccoli",429,47,26,7,1116,3.85,80,83,3.51,558
Margherita Pizza,A delicious dish made with Thyme and other ingredients.,16,"General,Recipe,Quick","Prepare the Carrots., Prepare the Salt., Prepare the Carrots., Prepare the Salt., Prepare the Carrots.","Carrots, Salt, Soy sauce, Onions, Pork",304,32,23,14,765,2.32,71,237,6.17,510
Chocolate Cake,A delicious dish made with Cilantro and other ingredients.,50,"General,Recipe,Vegetarian","Prepare the Sugar., Prepare the Croutons., Prepare the Croutons., Prepare the Croutons., Prepare the Broccoli.","Sugar, Broccoli, Croutons",609,35,27,28,1100,1.96,52,224,0.2,197
Pancakes,A delicious dish made with Cheese and other ingredients.,25,"General,Recipe,Quick,Vegetarian","Prepare the Parmesan cheese., Prepare the Balsamic vinegar., Prepare the Flour., Prepare the Parmesan cheese., Prepare the Parmesan cheese.","Balsamic vinegar, Tomatoes, Chili powder, Flour, Broccoli, Parmesan cheese",449,13,18,19,274,1.64,61,157,9.17,168
Grilled Cheese,A delicious dish made with Broccoli and other ingredients.,37,"General,Recipe","Prepare the Sugar., Prepare the Basil., Prepare the Salt., Prepare the Sugar., Prepare the Sugar.","Butter, Salt, Basil, Sugar, Chicken, Croutons",518,27,38,5,591,4.73,74,226,7.2,88
Mushroom Risotto,A delicious dish made with Lemon and other ingredients.,21,"General,Recipe,Quick","Prepare the Sugar., Prepare the Croutons., Prepare the Croutons., Prepare the Sugar., Prepare the Croutons.","Beef, Sugar, Croutons, Salt",540,33,28,23,1093,2.89,39,300,0.83,265
Beef Stroganoff,A delicious dish made with Sugar and other ingredients.,46,"General,Recipe,Vegetarian","Prepare the Pepper., Prepare the Balsamic vinegar., Prepare the Basil., Prepare the Pepper., Prepare the Basil.","Basil, Pepper, Vegetable broth, Balsamic vinegar",726,12,22,30,1163,3.8,41,34,3.6,940
Shrimp Scampi,A delicious dish made with Carrots and other ingredients.,41,"General,Recipe,Vegetarian","Prepare the Flour., Prepare the Eggs., Prepare the Vegetable broth., Prepare the Shrimp., Prepare the Vegetable broth.","Vegetable broth, Flour, Eggs, Shrimp, Cocoa powder",519,43,32,29,748,0.18,19,245,0.03,847
Quiche Lorraine,A delicious dish made with Parmesan cheese and other ingredients.,30,"General,Recipe,Quick,Vegetarian","Prepare the Cumin., Prepare the Sugar., Prepare the Pasta., Prepare the Cumin., Prepare the Sugar.","Cumin, Balsamic vinegar, Sugar, Pasta",439,23,39,12,893,2.63,77,153,6.76,945
Stuffed Peppers,A delicious dish made with Parmesan cheese and other ingredients.,45,"General,Recipe,Vegetarian,Low Fat","Prepare the Flour., Prepare the Pepper., Prepare the Thyme., Prepare the Pepper., Prepare the Flour.","Flour, Balsamic vinegar, Pepper, Spinach, Thyme, Butter",402,36,11,18,1379,0.12,19,130,5.69,972
BBQ Ribs,A delicious dish made with Salt and other ingredients.,41,"General,Recipe","Prepare the Coconut milk., Prepare the Coconut milk., Prepare the Thyme., Prepare the Thyme., Prepare the Bell peppers.","Thyme, Tortillas, Chicken, Coconut milk, Bell peppers, Pepper",441,44,33,24,1275,1.5,8,95,1.44,904
Fish Tacos,A delicious dish made with Coconut milk and other ingredients.,28,"General,Recipe,Quick","Prepare the Salt., Prepare the Salt., Prepare the Olive oil., Prepare the Pasta., Prepare the Salt.","Beef, Olive oil, Salt, Garlic, Sugar, Pasta",626,34,37,11,292,1.16,61,231,5.58,834
Pulled Pork Sandwich,A delicious dish made with Cheese and other ingredients.,16,"General,Recipe,Quick,Vegetarian,Low Fat","Prepare the Rice., Prepare the Shrimp., Prepare the Shrimp., Prepare the Croutons., Prepare the Shrimp.","Broccoli, Shrimp, Croutons, Thyme, Rice, Cheese",745,21,2,14,244,0.87,31,116,3.01,205
Pad Thai,A delicious dish made with Cheese and other ingredients.,38,"General,Recipe,Vegetarian","Prepare the Pepper., Prepare the Rosemary., Prepare the Butter., Prepare the Flour., Prepare the Butter.","Flour, Butter, Croutons, Olive oil, Pepper, Rosemary",406,33,25,7,726,1.75,88,277,1.77,700
Ratatouille,A delicious dish made with Onions and other ingredients.,51,"General,Recipe,Vegetarian","Prepare the Broccoli., Prepare the Cheese., Prepare the Olive oil., Prepare the Cheese., Prepare the Olive oil.","Croutons, Olive oil, Cheese, Broccoli",253,50,23,25,140,2.76,80,127,3.11,165
Eggplant Parmesan,A delicious dish made with Onions and other ingredients.,20,"General,Recipe,Quick,Vegetarian,Low Fat","Prepare the Parmesan cheese., Prepare the Ginger., Prepare the Ginger., Prepare the Ginger., Prepare the Spinach.","Parmesan cheese, Spinach, Ginger",406,6,11,19,1218,1.88,33,183,3.51,796
Fried Rice,A delicious dish made with Croutons and other ingredients.,28,"General,Recipe,Quick,Vegetarian,Low Fat","Prepare the Thyme., Prepare the Cilantro., Prepare the Cilantro., Prepare the Thyme., Prepare the Cilantro.","Thyme, Cilantro, Cumin",531,19,3,10,1019,2.47,38,275,8.87,493
Chicken Alfredo,A delicious dish made with Vegetable broth and other ingredients.,60,"General,Recipe,Vegetarian","Prepare the Bell peppers., Prepare the Bell peppers., Prepare the Thyme., Prepare the Thyme., Prepare the Rosemary.","Lettuce, Thyme, Cheese, Bell peppers, Rosemary",208,26,33,1,306,0.18,34,136,6.36,764
Baked Ziti,A delicious dish made with Ginger and other ingredients.,58,"General,Recipe,Vegetarian","Prepare the Rosemary., Prepare the Basil., Prepare the Shrimp., Prepare the Rosemary., Prepare the Basil.","Basil, Shrimp, Tortillas, Rosemary",235,7,35,12,466,2.95,50,153,8.58,706
Chili,A delicious dish made with Tortillas and other ingredients.,42,"General,Recipe,Vegetarian","Prepare the Lettuce., Prepare the Sugar., Prepare the Croutons., Prepare the Sugar., Prepare the Croutons.","Croutons, Carrots, Sugar, Lettuce, Cheese",561,42,17,6,1223,3.95,97,203,3.32,571
Lentil Soup,A delicious dish made with Chili powder and other ingredients.,29,"General,Recipe,Quick,Vegetarian","Prepare the Soy sauce., Prepare the Soy sauce., Prepare the Cocoa powder., Prepare the Soy sauce., Prepare the Rice.","Cocoa powder, Rice, Soy sauce",384,10,25,17,1168,3.0,35,162,2.05,540
Pesto Pasta,A delicious dish made with Olive oil and other ingredients.,16,"General,Recipe,Quick,Vegetarian","Prepare the Rice., Prepare the Sugar., Prepare the Pasta., Prepare the Pasta., Prepare the Pasta.","Rice, Sugar, Pasta, Onions, Balsamic vinegar",771,49,39,21,1028,3.02,57,262,1.05,821
Minestrone Soup,A delicious dish made with Olive oil and other ingredients.,57,"General,Recipe,Vegetarian,Low Fat","Prepare the Broccoli., Prepare the Flour., Prepare the Broccoli., Prepare the Broccoli., Prepare the Broccoli.","Flour, Broccoli, Vegetable broth, Cilantro, Parmesan cheese",619,17,12,12,1288,2.33,83,258,5.91,941
Beef Burgers,A delicious dish made with Eggs and other ingredients.,35,"General,Recipe,Vegetarian,Low Fat","Prepare the Onions., Prepare the Lettuce., Prepare the Onions., Prepare the Lettuce., Prepare the Lettuce.","Onions, Chili powder, Lettuce",750,28,6,28,483,1.84,59,277,7.53,523
Sushi Rolls,A delicious dish made with Pepper and other ingredients.,16,"General,Recipe,Quick,Vegetarian","Prepare the Cilantro., Prepare the Caesar dressing., Prepare the Caesar dressing., Prepare the Cilantro., Prepare the Ginger.","Cilantro, Caesar dressing, Ginger, Eggs",165,22,21,22,1445,4.41,99,207,0.45,770
Cobb Salad,A delicious dish made with Chicken and other ingredients.,31,"General,Recipe,Vegetarian","Prepare the Pepper., Prepare the Tortillas., Prepare the Coconut milk., Prepare the Butter., Prepare the Pepper.","Coconut milk, Cocoa powder, Tomatoes, Tortillas, Pepper, Butter",586,6,38,30,198,4.37,5,118,9.17,385
Fruit Salad,A delicious dish made with Thyme and other ingredients.,44,"General,Recipe,Vegetarian","Prepare the Croutons., Prepare the Soy sauce., Prepare the Ginger., Prepare the Soy sauce., Prepare the Croutons.","Croutons, Chili powder, Soy sauce, Ginger",441,32,40,8,1075,4.65,93,273,8.01,939
Tiramisu,A delicious dish made with Butter and other ingredients.,16,"General,Recipe,Quick,Vegetarian,Low Fat","Prepare the Rosemary., Prepare the Parmesan cheese., Prepare the Lettuce., Prepare the Balsamic vinegar., Prepare the Parmesan cheese.","Balsamic vinegar, Parmesan cheese, Soy sauce, Lettuce, Rosemary, Butter",224,19,6,6,99,2.92,81,5,7.57,365
Key Lime Pie,A delicious dish made with Rosemary and other ingredients.,40,"General,Recipe,Vegetarian","Prepare the Tomatoes., Prepare the Tomatoes., Prepare the Tomatoes., Prepare the Ginger., Prepare the Vegetable broth.","Ginger, Spinach, Tomatoes, Vegetable broth",412,34,21,28,322,3.23,60,145,6.28,594
Macaroni and Cheese,A delicious dish made with Soy sauce and other ingredients.,40,"General,Recipe,Vegetarian","Prepare the Eggs., Prepare the Thyme., Prepare the Cheese., Prepare the Rice., Prepare the Rice.","Cheese, Rice, Eggs, Thyme, Soy sauce",225,35,36,30,1259,2.1,22,210,4.82,323
Chicken Fajitas,A delicious dish made with Pasta and other ingredients.,46,"General,Recipe","Prepare the Carrots., Prepare the Beef., Prepare the Beef., Prepare the Beef., Prepare the Beef.","Thyme, Chicken, Beef, Carrots, Butter",309,25,38,24,1082,2.29,73,128,9.27,221
Clam Chowder,A delicious dish made with Shrimp and other ingredients.,25,"General,Recipe,Quick","Prepare the Basil., Prepare the Garlic., Prepare the Basil., Prepare the Garlic., Prepare the Basil.","Pepper, Basil, Chicken, Caesar dressing, Salt, Garlic",655,12,34,4,203,2.4,82,18,4.02,291
Curry Noodles,A delicious dish made with Flour and other ingredients.,25,"General,Recipe,Quick,Vegetarian","Prepare the Eggs., Prepare the Onions., Prepare the Eggs., Prepare the Onions., Prepare the Onions.","Onions, Vegetable broth, Cilantro, Eggs",241,32,25,5,421,3.32,38,9,0.98,822
Pork Chops,A delicious dish made with Caesar dressing and other ingredients.,44,"General,Recipe","Prepare the Pepper., Prepare the Cheese., Prepare the Tortillas., Prepare the Cheese., Prepare the Tortillas.","Cheese, Pepper, Tortillas, Beef",449,16,37,11,88,4.21,78,273,1.49,363
Grilled Vegetables,A delicious dish made with Pepper and other ingredients.,48,"General,Recipe","Prepare the Olive oil., Prepare the Olive oil., Prepare the Tomatoes., Prepare the Olive oil., Prepare the Tomatoes.","Beef, Tomatoes, Olive oil",290,19,16,14,187,4.18,34,37,9.78,388
Shrimp Fried Rice,A delicious dish made with Chicken and other ingredients.,34,"General,Recipe,Vegetarian","Prepare the Broccoli., Prepare the Croutons., Prepare the Chili powder., Prepare the Chili powder., Prepare the Croutons.","Broccoli, Croutons, Butter, Chili powder",782,7,28,24,422,0.15,26,183,4.28,580
Chocolate Chip Cookies,A delicious dish made with Sugar and other ingredients.,30,"General,Recipe,Quick,Vegetarian","Prepare the Eggs., Prepare the Rice., Prepare the Rice., Prepare the Rice., Prepare the Rice.","Rice, Eggs, Pepper",266,30,17,11,465,3.28,90,18,0.61,423
Vanilla Cupcakes,A delicious dish made with Eggs and other ingredients.,48,"General,Recipe","Prepare the Broccoli., Prepare the Tomatoes., Prepare the Pork., Prepare the Broccoli., Prepare the Tomatoes.","Broccoli, Rosemary, Pork, Tomatoes",396,13,30,24,447,1.39,66,187,3.72,690
Broccoli Cheddar Soup,A delicious dish made with Eggs and other ingredients.,32,"General,Recipe,Vegetarian","Prepare the Sugar., Prepare the Bell peppers., Prepare the Chili powder., Prepare the Olive oil., Prepare the Chili powder.","Sugar, Olive oil, Bell peppers, Chili powder, Lemon, Balsamic vinegar",250,39,23,16,1222,0.89,84,95,3.89,438
Chocolate Mousse,A delicious dish made with Rosemary and other ingredients.,34,"General,Recipe,Vegetarian,Low Fat","Prepare the Tortillas., Prepare the Tortillas., Prepare the Tortillas., Prepare the Soy sauce., Prepare the Pepper.","Pepper, Tortillas, Soy sauce",555,47,13,2,1067,2.84,64,255,2.78,372
Beef Wellington,A delicious dish made with Chili powder and other ingredients.,45,"General,Recipe,Vegetarian,Low Fat","Prepare the Soy sauce., Prepare the Soy sauce., Prepare the Lettuce., Prepare the Lettuce., Prepare the Caesar dressing.","Caesar dressing, Soy sauce, Lettuce",567,30,6,9,84,4.12,9,152,1.41,41
Seafood Paella,A delicious dish made with Cumin and other ingredients.,31,"General,Recipe,Vegetarian,Low Fat","Prepare the Bell peppers., Prepare the Flour., Prepare the Vegetable broth., Prepare the Flour., Prepare the Bell peppers.","Vegetable broth, Flour, Pasta, Bell peppers",323,16,4,2,668,3.61,56,174,3.39,963
Chicken Pot Pie,A delicious dish made with Spinach and other ingredients.,17,"General,Recipe,Quick,Vegetarian","Prepare the Tortillas., Prepare the Flour., Prepare the Flour., Prepare the Tortillas., Prepare the Caesar dressing.","Sugar, Caesar dressing, Flour, Tortillas",386,36,27,17,637,0.53,41,148,7.86,19
Ramen,A delicious dish made with Rosemary and other ingredients.,60,"General,Recipe,Vegetarian","Prepare the Spinach., Prepare the Tomatoes., Prepare the Spinach., Prepare the Spinach., Prepare the Tomatoes.","Rice, Tomatoes, Spinach",285,21,15,23,124,4.33,54,71,1.74,23
Baked Chicken,A delicious dish made with Croutons and other ingredients.,38,"General,Recipe,Vegetarian","Prepare the Tortillas., Prepare the Carrots., Prepare the Carrots., Prepare the Cheese., Prepare the Tortillas.","Cumin, Vegetable broth, Tortillas, Carrots, Cheese",243,49,17,24,429,4.59,2,63,2.81,330
Tom Kha Gai,A delicious dish made with Carrots and other ingredients.,24,"General,Recipe,Quick,Low Fat","Prepare the Caesar dressing., Prepare the Caesar dressing., Prepare the Caesar dressing., Prepare the Vegetable broth., Prepare the Caesar dressing.","Vegetable broth, Caesar dressing, Pork, Rice",513,27,5,4,1301,3.96,99,30,2.1,654
Vegetable Lasagna,A delicious dish made with Pepper and other ingredients.,36,"General,Recipe,Vegetarian","Prepare the Bell peppers., Prepare the Cilantro., Prepare the Ginger., Prepare the Cilantro., Prepare the Bell peppers.","Bell peppers, Cilantro, Ginger, Balsamic vinegar, Coconut milk, Flour",165,36,28,8,558,1.39,54,196,9.69,836
Pumpkin Soup,A delicious dish made with Onions and other ingredients.,28,"General,Recipe,Quick,Vegetarian,Low Fat","Prepare the Parmesan cheese., Prepare the Olive oil., Prepare the Lettuce., Prepare the Parmesan cheese., Prepare the Pepper.","Lettuce, Vegetable broth, Pepper, Eggs, Olive oil, Parmesan cheese",558,27,6,4,694,2.42,45,137,2.65,15
Sweet and Sour Chicken,A delicious dish made with Ginger and other ingredients.,52,"General,Recipe,Vegetarian","Prepare the Bell peppers., Prepare the Basil., Prepare the Butter., Prepare the Parmesan cheese., Prepare the Parmesan cheese.","Parmesan cheese, Bell peppers, Basil, Butter",180,8,32,24,325,0.38,6,251,6.27,536
Stuffed Mushrooms,A delicious dish made with Shrimp and other ingredients.,24,"General,Recipe,Quick","Prepare the Spinach., Prepare the Sugar., Prepare the Chicken., Prepare the Spinach., Prepare the Spinach.","Thyme, Spinach, Chicken, Sugar",160,48,37,18,1344,4.85,65,126,9.45,121
Corn Chowder,A delicious dish made with Eggs and other ingredients.,55,"General,Recipe,Vegetarian","Prepare the Sugar., Prepare the Sugar., Prepare the Basil., Prepare the Basil., Prepare the Spinach.","Tomatoes, Basil, Spinach, Sugar",577,42,27,0,242,2.13,14,228,1.22,348
Peach Cobbler,A delicious dish made with Rice and other ingredients.,56,"General,Recipe,Vegetarian","Prepare the Shrimp., Prepare the Spinach., Prepare the Shrimp., Prepare the Cilantro., Prepare the Spinach.","Parmesan cheese, Cumin, Shrimp, Bell peppers, Cilantro, Spinach",610,49,39,0,1357,0.82,82,99,6.71,391
Creme Brulee,A delicious dish made with Pepper and other ingredients.,44,"General,Recipe","Prepare the Shrimp., Prepare the Cumin., Prepare the Chicken., Prepare the Shrimp., Prepare the Chicken.","Shrimp, Lettuce, Cumin, Cocoa powder, Chicken",153,14,20,6,114,2.19,85,49,3.35,458
Pork Fried Rice,A delicious dish made with Chicken and other ingredients.,20,"General,Recipe,Quick,Vegetarian","Prepare the Salt., Prepare the Salt., Prepare the Basil., Prepare the Salt., Prepare the Tomatoes.","Tomatoes, Basil, Carrots, Salt",763,44,16,25,1435,4.65,35,136,3.87,326
Greek Salad,A delicious dish made with Bell peppers and other ingredients.,16,"General,Recipe,Quick,Vegetarian,Low Fat","Prepare the Cumin., Prepare the Cumin., Prepare the Cumin., Prepare the Garlic., Prepare the Cumin.","Cumin, Caesar dressing, Garlic",387,37,9,22,820,1.1,57,121,3.44,456
Samosas,A delicious dish made with Caesar dressing and other ingredients.,51,"General,Recipe","Prepare the Cilantro., Prepare the Sugar., Prepare the Chicken., Prepare the Cilantro., Prepare the Flour.","Flour, Cilantro, Chicken, Onions, Sugar",223,46,16,2,961,0.91,21,2,8.66,641
Falafel,A delicious dish made with Soy sauce and other ingredients.,29,"General,Recipe,Quick","Prepare the Shrimp., Prepare the Coconut milk., Prepare the Chicken., Prepare the Coconut milk., Prepare the Pasta.","Coconut milk, Lettuce, Chicken, Shrimp, Pasta, Croutons",464,22,36,1,592,4.85,87,297,2.53,264
